Date,Trap,Address,Species,NumMosquitos,WnvPresent
2007-08-01,T129,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,3,0
2007-08-01,T129,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,1,0
2007-08-01,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,67,1
2007-08-01,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,89,1
2007-08-01,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,2,0
2007-08-01,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX SALINARIUS,1,0
2007-08-01,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,477,0
2007-08-01,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,219,1
2007-08-01,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,203,0
2007-08-01,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX SALINARIUS,1,0
2007-08-01,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,9,0
2007-08-01,T141,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,6,0
2007-08-01,T141,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-01,T142,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,3,0
2007-08-01,T142,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-01,T143,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,17,0
2007-08-01,T143,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,14,0
2007-08-01,T143,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,1,0
2007-08-01,T144,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,11,1
2007-08-01,T144,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,42,0
2007-08-01,T144,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,1,0
2007-08-01,T145,"Chicago, IL, USA",CULEX PIPIENS,7,0
2007-08-01,T145,"Chicago, IL, USA",CULEX PIPIENS/RESTUANS,25,0
2007-08-01,T145,"Chicago, IL, USA",CULEX RESTUANS,4,0
2007-08-01,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS,4,0
2007-08-01,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,12,0
2007-08-01,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,5,0
2007-08-01,T147,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-01,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,2,0
2007-08-01,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-01,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,1,0
2007-08-01,T149,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-01,T150,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS,2,0
2007-08-01,T150,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-01,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,8,0
2007-08-01,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,20,0
2007-08-01,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,2,0
2007-08-01,T152,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS,2,0
2007-08-01,T152,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-01,T153,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,2,0
2007-08-01,T153,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,6,0
2007-08-01,T154,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,2,0
2007-08-01,T154,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17,0
2007-08-01,T155,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,2,0
2007-08-01,T155,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,15,0
2007-08-01,T155,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX RESTUANS,2,0
2007-08-01,T156,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,1,0
2007-08-01,T156,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,6,0
2007-08-01,T156,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,1,0
2007-08-01,T156,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX TERRITANS,1,0
2007-08-01,T157,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,1,0
2007-08-01,T157,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-01,T158,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,26,0
2007-08-01,T158,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,53,0
2007-08-01,T158,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,2,0
2007-08-01,T160,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,4,0
2007-08-01,T160,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,8,0
2007-08-01,T160,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,1,0
2007-08-01,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS,4,0
2007-08-01,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,13,0
2007-08-01,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX RESTUANS,3,0
2007-08-01,T162,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS,5,0
2007-08-01,T162,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-01,T218,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,8,0
2007-08-01,T218,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,12,0
2007-08-01,T218,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,1,0
2007-08-01,T219,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS/RESTUANS,3,0
2007-08-01,T219,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX RESTUANS,1,0
2007-08-01,T220,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,2,1
2007-08-02,T074,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,7,0
2007-08-02,T074,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,7,0
2007-08-02,T077,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX RESTUANS,1,0
2007-08-02,T081,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-02,T081,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,1,0
2007-08-02,T082,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-02,T082,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,3,0
2007-08-02,T083,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,1,0
2007-08-02,T083,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-02,T084,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,3,0
2007-08-02,T085,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,9,0
2007-08-02,T085,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,1,0
2007-08-02,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,35,0
2007-08-02,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,8,0
2007-08-02,T088,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,1,0
2007-08-02,T088,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,3,0
2007-08-02,T088,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX RESTUANS,2,0
2007-08-02,T089,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-02,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,10,0
2007-08-02,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,3,0
2007-08-02,T091,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,10,0
2007-08-02,T091,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,2,0
2007-08-02,T092,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,3,0
2007-08-02,T092,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,6,0
2007-08-02,T095,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-02,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,8,0
2007-08-02,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,20,1
2007-08-02,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,18,0
2007-08-02,T096,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX SALINARIUS,3,0
2007-08-02,T097,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS,6,0
2007-08-02,T097,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,21,0
2007-08-02,T099,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,4,0
2007-08-02,T099,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-02,T100,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,4,0
2007-08-02,T100,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,19,0
2007-08-02,T102,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,7,0
2007-08-02,T102,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,16,0
2007-08-02,T102,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,1,0
2007-08-02,T103,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,70,0
2007-08-02,T103,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,266,0
2007-08-02,T103,"South Avenue L, Chicago, IL 60617, USA",CULEX RESTUANS,1,0
2007-08-02,T103,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,1,0
2007-08-02,T107,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,2,0
2007-08-02,T107,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,3,0
2007-08-02,T115,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,57,0
2007-08-02,T115,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,53,0
2007-08-02,T128,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,33,0
2007-08-02,T128,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,46,0
2007-08-02,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,11,0
2007-08-02,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,11,0
2007-08-02,T135,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,15,0
2007-08-02,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,712,1
2007-08-02,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,362,0
2007-08-02,T138,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,1,0
2007-08-02,T157,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,1,0
2007-08-02,T158,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,28,0
2007-08-02,T158,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,200,0
2007-08-02,T158,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,20,0
2007-08-02,T160,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,4,0
2007-08-02,T160,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,16,0
2007-08-02,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS,5,0
2007-08-02,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,12,0
2007-08-02,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX RESTUANS,4,0
2007-08-02,T162,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-02,T200,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,30,0
2007-08-02,T200,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,55,0
2007-08-02,T200,"South Torrence Avenue, Chicago, IL, USA",CULEX TERRITANS,11,0
2007-08-02,T206,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-02,T209,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,16,0
2007-08-02,T209,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,33,0
2007-08-02,T209,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,1,0
2007-08-02,T209,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,3,0
2007-08-02,T212,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,184,0
2007-08-02,T212,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,113,1
2007-08-02,T212,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,1,0
2007-08-02,T212,"3700 118th Street, Chicago, IL 60617, USA",CULEX TERRITANS,42,0
2007-08-02,T215,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,153,0
2007-08-02,T215,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX RESTUANS,1,0
2007-08-02,T215,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX TERRITANS,54,0
2007-08-03,T215,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS,154,0
2007-08-03,T215,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,50,0
2007-08-07,T001,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,1,0
2007-08-07,T001,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,11,0
2007-08-07,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,13,0
2007-08-07,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,2,0
2007-08-07,T003,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,7,0
2007-08-07,T003,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,3,0
2007-08-07,T006,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,17,0
2007-08-07,T006,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,6,0
2007-08-07,T007,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,1,0
2007-08-07,T007,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,70,1
2007-08-07,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,69,0
2007-08-07,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,1,0
2007-08-07,T009,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,27,0
2007-08-07,T009,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,9,0
2007-08-07,T009,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,1,0
2007-08-07,T011,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,43,1
2007-08-07,T011,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,28,1
2007-08-07,T011,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,1,0
2007-08-07,T012,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,23,0
2007-08-07,T012,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,26,0
2007-08-07,T014,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS,44,1
2007-08-07,T014,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,29,0
2007-08-07,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,26,1
2007-08-07,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,12,0
2007-08-07,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,1,0
2007-08-07,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,37,1
2007-08-07,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,32,0
2007-08-07,T018,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T019,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,1,0
2007-08-07,T025,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,3,0
2007-08-07,T025,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,7,0
2007-08-07,T027,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,1,0
2007-08-07,T027,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,11,0
2007-08-07,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,2,0
2007-08-07,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-07,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T031,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,3,0
2007-08-07,T031,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T033,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,10,0
2007-08-07,T033,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,15,0
2007-08-07,T034,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,1,0
2007-08-07,T035,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-07,T035,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX RESTUANS,1,0
2007-08-07,T036,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-07,T037,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,8,0
2007-08-07,T037,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,15,0
2007-08-07,T039,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS,6,0
2007-08-07,T039,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,18,0
2007-08-07,T043,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS,4,0
2007-08-07,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,8,0
2007-08-07,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,20,0
2007-08-07,T046,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS,5,0
2007-08-07,T046,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-07,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,5,0
2007-08-07,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-07,T049,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,2,0
2007-08-07,T049,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-07,T050,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS,1,0
2007-08-07,T050,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T060,"2200 West Pershing Road, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,1,0
2007-08-07,T061,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,9,0
2007-08-07,T061,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,13,0
2007-08-07,T063,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-07,T065,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,4,0
2007-08-07,T065,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,29,0
2007-08-07,T066,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,7,0
2007-08-07,T067,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,2,0
2007-08-07,T067,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,4,0
2007-08-07,T069,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-07,T070,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-07,T073,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,9,0
2007-08-07,T073,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,18,0
2007-08-07,T074,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,45,0
2007-08-07,T074,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39,0
2007-08-07,T074,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,3,0
2007-08-07,T075,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,9,0
2007-08-07,T075,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS/RESTUANS,7,0
2007-08-07,T079,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,2,0
2007-08-07,T079,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-07,T079,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX RESTUANS,1,0
2007-08-07,T080,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS,1,0
2007-08-07,T080,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-07,T081,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS,7,0
2007-08-07,T081,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,8,0
2007-08-07,T081,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,2,0
2007-08-07,T082,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,8,1
2007-08-07,T082,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,16,0
2007-08-07,T083,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,9,0
2007-08-07,T083,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-07,T084,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS,5,0
2007-08-07,T084,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,6,0
2007-08-07,T085,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,5,0
2007-08-07,T085,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,2,0
2007-08-07,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS,56,0
2007-08-07,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,62,0
2007-08-07,T086,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,2,0
2007-08-07,T088,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,1,0
2007-08-07,T089,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,2,0
2007-08-07,T089,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,2,0
2007-08-07,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11,0
2007-08-07,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,6,0
2007-08-07,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,5,0
